text,label,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,steeming
Makasih banyak pak akbar udah mau dibikin repot Niat hati pesen grab tujuan ke terminal dan lanjut naik ojek konvensional buat cari obat krn biar enak kelilingnya Tapi beliau dengan ikhlas mau nganterin sampe dpt obatnya dan dianter ke rmh lagi tanpa harus pesen lewat app,1,"['Makasih', 'banyak', 'pak', 'akbar', 'udah', 'mau', 'dibikin', 'repot', 'Niat', 'hati', 'pesen', 'grab', 'tujuan', 'ke', 'terminal', 'dan', 'lanjut', 'naik', 'ojek', 'konvensional', 'buat', 'cari', 'obat', 'krn', 'biar', 'enak', 'kelilingnya', 'Tapi', 'beliau', 'dengan', 'ikhlas', 'mau', 'nganterin', 'sampe', 'dpt', 'obatnya', 'dan', 'dianter', 'ke', 'rmh', 'lagi', 'tanpa', 'harus', 'pesen', 'lewat', 'app']",<FreqDist with 42 samples and 46 outcomes>,"['Makasih', 'akbar', 'dibikin', 'repot', 'Niat', 'hati', 'pesen', 'grab', 'tujuan', 'terminal', 'ojek', 'konvensional', 'cari', 'obat', 'kelilingnya', 'Tapi', 'beliau', 'ikhlas', 'nganterin', 'sampe', 'obatnya', 'dianter', 'rmh', 'pesen', 'app']","['makasih', 'akbar', 'bikin', 'repot', 'niat', 'hati', 'sen', 'grab', 'tuju', 'terminal', 'ojek', 'konvensional', 'cari', 'obat', 'keliling', 'tapi', 'beliau', 'ikhlas', 'nganterin', 'sampe', 'obat', 'anter', 'rmh', 'sen', 'app']"
terpaksa balik naik grab sbb tak larat naik lrt,-1,"['terpaksa', 'balik', 'naik', 'grab', 'sbb', 'tak', 'larat', 'naik', 'lrt']",<FreqDist with 8 samples and 9 outcomes>,"['terpaksa', 'grab', 'sbb', 'larat', 'lrt']","['paksa', 'grab', 'sbb', 'larat', 'lrt']"
Di indo gue males jalan gegara berkali kali kena cat call Baru aja bukan yang lalu gue lagi nunggu grab di pinggir jalan aja kena cat call anjinggggg Rasanya tuh kena cat call risih banget Bahkan gue jalan di sekitar rumah aja masih kena cat call Kan bangsul sekali,-1,"['Di', 'indo', 'gue', 'males', 'jalan', 'gegara', 'berkali', 'kali', 'kena', 'cat', 'call', 'Baru', 'aja', 'bukan', 'yang', 'lalu', 'gue', 'lagi', 'nunggu', 'grab', 'di', 'pinggir', 'jalan', 'aja', 'kena', 'cat', 'call', 'anjinggggg', 'Rasanya', 'tuh', 'kena', 'cat', 'call', 'risih', 'banget', 'Bahkan', 'gue', 'jalan', 'di', 'sekitar', 'rumah', 'aja', 'masih', 'kena', 'cat', 'call', 'Kan', 'bangsul', 'sekali']",<FreqDist with 33 samples and 49 outcomes>,"['Di', 'indo', 'gue', 'males', 'jalan', 'gegara', 'berkali', 'cat', 'call', 'Baru', 'gue', 'nunggu', 'grab', 'pinggir', 'jalan', 'cat', 'call', 'anjinggggg', 'Rasanya', 'cat', 'call', 'risih', 'banget', 'Bahkan', 'gue', 'jalan', 'rumah', 'cat', 'call', 'Kan', 'bangsul']","['di', 'indo', 'gue', 'males', 'jalan', 'gegara', 'kali', 'cat', 'call', 'baru', 'gue', 'nunggu', 'grab', 'pinggir', 'jalan', 'cat', 'call', 'anjinggggg', 'rasa', 'cat', 'call', 'risih', 'banget', 'bahkan', 'gue', 'jalan', 'rumah', 'cat', 'call', 'kan', 'bangsul']"
Dalam th baru lusa kemarin ko berani ya ngelakuin bundir rasanya ga berasa kalo kang grab ga gedor mana sadar afternya degdegkan sih tapi gila ko berani yah gue hahaha,1,"['Dalam', 'th', 'baru', 'lusa', 'kemarin', 'ko', 'berani', 'ya', 'ngelakuin', 'bundir', 'rasanya', 'ga', 'berasa', 'kalo', 'kang', 'grab', 'ga', 'gedor', 'mana', 'sadar', 'afternya', 'degdegkan', 'sih', 'tapi', 'gila', 'ko', 'berani', 'yah', 'gue', 'hahaha']",<FreqDist with 27 samples and 30 outcomes>,"['Dalam', 'lusa', 'kemarin', 'ko', 'berani', 'ngelakuin', 'bundir', 'berasa', 'kang', 'grab', 'gedor', 'sadar', 'afternya', 'degdegkan', 'gila', 'ko', 'berani', 'gue', 'hahaha']","['dalam', 'lusa', 'kemarin', 'ko', 'berani', 'ngelakuin', 'bundir', 'asa', 'kang', 'grab', 'gedor', 'sadar', 'afternya', 'degdegkan', 'gila', 'ko', 'berani', 'gue', 'hahaha']"
Gak paham mereka ngomong apa Salam lah dari grab Medan Besok gas lagi semoga aja besok banyak orderan Amin,1,"['Gak', 'paham', 'mereka', 'ngomong', 'apa', 'Salam', 'lah', 'dari', 'grab', 'Medan', 'Besok', 'gas', 'lagi', 'semoga', 'aja', 'besok', 'banyak', 'orderan', 'Amin']",<FreqDist with 19 samples and 19 outcomes>,"['Gak', 'paham', 'ngomong', 'Salam', 'grab', 'Medan', 'Besok', 'gas', 'semoga', 'besok', 'orderan', 'Amin']","['gak', 'paham', 'ngomong', 'salam', 'grab', 'medan', 'besok', 'gas', 'moga', 'besok', 'order', 'amin']"
Alhamdulillah dapet iklan grab cuma detik,1,"['Alhamdulillah', 'dapet', 'iklan', 'grab', 'cuma', 'detik']",<FreqDist with 6 samples and 6 outcomes>,"['Alhamdulillah', 'dapet', 'iklan', 'grab', 'detik']","['alhamdulillah', 'dapet', 'iklan', 'grab', 'detik']"
Ni coba nder ada di grabgofud ama sopi,1,"['Ni', 'coba', 'nder', 'ada', 'di', 'grabgofud', 'ama', 'sopi']",<FreqDist with 8 samples and 8 outcomes>,"['Ni', 'coba', 'grabgofud', 'sopi']","['ni', 'coba', 'grabgofud', 'sopi']"
nyari promo mah di grab,1,"['nyari', 'promo', 'mah', 'di', 'grab']",<FreqDist with 5 samples and 5 outcomes>,"['nyari', 'promo', 'grab']","['nyari', 'promo', 'grab']"
Pstu pagi jumaat yg time aku baru smpai jb tu aku pasang la bag grab depan rumah en pstu ada la org ni ckp air kt kg karat ke bahahaha aku diam lek lek je mak aku balik rmh besoknya baru aku ngadu,1,"['Pstu', 'pagi', 'jumaat', 'yg', 'time', 'aku', 'baru', 'smpai', 'jb', 'tu', 'aku', 'pasang', 'la', 'bag', 'grab', 'depan', 'rumah', 'en', 'pstu', 'ada', 'la', 'org', 'ni', 'ckp', 'air', 'kt', 'kg', 'karat', 'ke', 'bahahaha', 'aku', 'diam', 'lek', 'lek', 'je', 'mak', 'aku', 'balik', 'rmh', 'besoknya', 'baru', 'aku', 'ngadu']",<FreqDist with 36 samples and 43 outcomes>,"['Pstu', 'pagi', 'jumaat', 'time', 'smpai', 'jb', 'pasang', 'grab', 'rumah', 'pstu', 'ckp', 'air', 'kt', 'kg', 'karat', 'diam', 'lek', 'lek', 'je', 'mak', 'rmh', 'besoknya', 'ngadu']","['pstu', 'pagi', 'jumaat', 'time', 'smpai', 'jb', 'pasang', 'grab', 'rumah', 'pstu', 'ckp', 'air', 'kt', 'kg', 'karat', 'diam', 'lek', 'lek', 'je', 'mak', 'rmh', 'besok', 'ngadu']"
grab kenapa ih kok ga muncul reward nya gue udh bayar anjir rebu,-1,"['grab', 'kenapa', 'ih', 'kok', 'ga', 'muncul', 'reward', 'nya', 'gue', 'udh', 'bayar', 'anjir', 'rebu']",<FreqDist with 13 samples and 13 outcomes>,"['grab', 'muncul', 'reward', 'gue', 'udh', 'bayar', 'anjir', 'rebu']","['grab', 'muncul', 'reward', 'gue', 'udh', 'bayar', 'anjir', 'rebu']"
Udah gitu pas dia tanya ada yg anter pulang apa engga kalo balik kerja malem gue jawab ada gmn kalo dia mikir gue sasimo gt kayak gampangan gt aaaa nangis banget anjirrr pdahal cuma hemat duit grab krn lumayan rb,1,"['Udah', 'gitu', 'pas', 'dia', 'tanya', 'ada', 'yg', 'anter', 'pulang', 'apa', 'engga', 'kalo', 'balik', 'kerja', 'malem', 'gue', 'jawab', 'ada', 'gmn', 'kalo', 'dia', 'mikir', 'gue', 'sasimo', 'gt', 'kayak', 'gampangan', 'gt', 'aaaa', 'nangis', 'banget', 'anjirrr', 'pdahal', 'cuma', 'hemat', 'duit', 'grab', 'krn', 'lumayan', 'rb']",<FreqDist with 35 samples and 40 outcomes>,"['Udah', 'pas', 'anter', 'pulang', 'engga', 'malem', 'gue', 'mikir', 'gue', 'sasimo', 'gampangan', 'aaaa', 'nangis', 'banget', 'anjirrr', 'pdahal', 'hemat', 'duit', 'grab', 'lumayan']","['udah', 'pas', 'anter', 'pulang', 'engga', 'malem', 'gue', 'mikir', 'gue', 'sasimo', 'gampang', 'aaaa', 'nang', 'banget', 'anjirrr', 'pdahal', 'hemat', 'duit', 'grab', 'lumayan']"
Lah kan situ yang bolakbalik jadi yang keliatan situ ya kali gue Wong gue duduk di ruang tamu terus nunggu grab,1,"['Lah', 'kan', 'situ', 'yang', 'bolakbalik', 'jadi', 'yang', 'keliatan', 'situ', 'ya', 'kali', 'gue', 'Wong', 'gue', 'duduk', 'di', 'ruang', 'tamu', 'terus', 'nunggu', 'grab']",<FreqDist with 18 samples and 21 outcomes>,"['Lah', 'situ', 'bolakbalik', 'keliatan', 'situ', 'gue', 'Wong', 'gue', 'duduk', 'ruang', 'tamu', 'nunggu', 'grab']","['lah', 'situ', 'bolakbalik', 'liat', 'situ', 'gue', 'wong', 'gue', 'duduk', 'ruang', 'tamu', 'nunggu', 'grab']"
malemmalem otakku berpikir besok naik bus rute apa apakah aku akan jalan kaki atau grab atau angkot atau terbang,1,"['malemmalem', 'otakku', 'berpikir', 'besok', 'naik', 'bus', 'rute', 'apa', 'apakah', 'aku', 'akan', 'jalan', 'kaki', 'atau', 'grab', 'atau', 'angkot', 'atau', 'terbang']",<FreqDist with 17 samples and 19 outcomes>,"['malemmalem', 'otakku', 'berpikir', 'besok', 'bus', 'rute', 'jalan', 'kaki', 'grab', 'angkot', 'terbang']","['malemmalem', 'otak', 'pikir', 'besok', 'bus', 'rute', 'jalan', 'kaki', 'grab', 'angkot', 'terbang']"
betull ak selama ada grab sih jalan,1,"['betull', 'ak', 'selama', 'ada', 'grab', 'sih', 'jalan']",<FreqDist with 7 samples and 7 outcomes>,"['betull', 'ak', 'grab', 'jalan']","['betull', 'ak', 'grab', 'jalan']"
RT Apa perlu aku jadi abang grab supaya tau jalan pintas menuju hati mu,1,"['RT', 'Apa', 'perlu', 'aku', 'jadi', 'abang', 'grab', 'supaya', 'tau', 'jalan', 'pintas', 'menuju', 'hati', 'mu']",<FreqDist with 14 samples and 14 outcomes>,"['RT', 'Apa', 'abang', 'grab', 'jalan', 'pintas', 'hati', 'mu']","['rt', 'apa', 'abang', 'grab', 'jalan', 'pintas', 'hati', 'mu']"
Tu belum ckp pasal transport Bas dgn grab pun tak masuk taman aku Kan aku kata tempat aku ni meyedihkan Tapi kena bersyukur sbb ada rumah,-1,"['Tu', 'belum', 'ckp', 'pasal', 'transport', 'Bas', 'dgn', 'grab', 'pun', 'tak', 'masuk', 'taman', 'aku', 'Kan', 'aku', 'kata', 'tempat', 'aku', 'ni', 'meyedihkan', 'Tapi', 'kena', 'bersyukur', 'sbb', 'ada', 'rumah']",<FreqDist with 24 samples and 26 outcomes>,"['Tu', 'ckp', 'pasal', 'transport', 'Bas', 'grab', 'taman', 'Kan', 'meyedihkan', 'Tapi', 'bersyukur', 'sbb', 'rumah']","['tu', 'ckp', 'pasal', 'transport', 'bas', 'grab', 'taman', 'kan', 'meyedihkan', 'tapi', 'syukur', 'sbb', 'rumah']"
aku tkut kalo nyetir motor kya gini jd aku milih abang grab yg setia nganterin aku kmana lov  abank,1,"['aku', 'tkut', 'kalo', 'nyetir', 'motor', 'kya', 'gini', 'jd', 'aku', 'milih', 'abang', 'grab', 'yg', 'setia', 'nganterin', 'aku', 'kmana', 'lov', 'abank']",<FreqDist with 17 samples and 19 outcomes>,"['tkut', 'nyetir', 'motor', 'kya', 'gini', 'milih', 'abang', 'grab', 'setia', 'nganterin', 'kmana', 'lov', 'abank']","['tkut', 'nyetir', 'motor', 'kya', 'gin', 'milih', 'abang', 'grab', 'setia', 'nganterin', 'kmana', 'lov', 'abank']"
Aku mau bantu ralat info ya barusan aku aktivasi itu gak harus sama kok nomor akun Disney dan grab nya yan,1,"['Aku', 'mau', 'bantu', 'ralat', 'info', 'ya', 'barusan', 'aku', 'aktivasi', 'itu', 'gak', 'harus', 'sama', 'kok', 'nomor', 'akun', 'Disney', 'dan', 'grab', 'nya', 'yan']",<FreqDist with 21 samples and 21 outcomes>,"['Aku', 'bantu', 'ralat', 'info', 'barusan', 'aktivasi', 'nomor', 'akun', 'Disney', 'grab']","['aku', 'bantu', 'ralat', 'info', 'barusan', 'aktivasi', 'nomor', 'akun', 'disney', 'grab']"
Itu kak km pakai grab ngga Buka di bagian subscribe buat voucher nya Nti bayar  trus dpt link disn,1,"['Itu', 'kak', 'km', 'pakai', 'grab', 'ngga', 'Buka', 'di', 'bagian', 'subscribe', 'buat', 'voucher', 'nya', 'Nti', 'bayar', 'trus', 'dpt', 'link', 'disn']",<FreqDist with 19 samples and 19 outcomes>,"['Itu', 'pakai', 'grab', 'ngga', 'Buka', 'subscribe', 'voucher', 'Nti', 'bayar', 'link', 'disn']","['itu', 'pakai', 'grab', 'ngga', 'buka', 'subscribe', 'voucher', 'nti', 'bayar', 'link', 'disn']"
ka sya baru daftar grab bike Kalo jaket helm grabnya wajib di tebus ga ka,1,"['ka', 'sya', 'baru', 'daftar', 'grab', 'bike', 'Kalo', 'jaket', 'helm', 'grabnya', 'wajib', 'di', 'tebus', 'ga', 'ka']",<FreqDist with 14 samples and 15 outcomes>,"['sya', 'daftar', 'grab', 'bike', 'Kalo', 'jaket', 'helm', 'grabnya', 'wajib', 'tebus']","['sya', 'daftar', 'grab', 'bike', 'kalo', 'jaket', 'helm', 'grabnya', 'wajib', 'tebus']"
rahadian Pake Grab aja aku pesenin ya,1,"['rahadian', 'Pake', 'Grab', 'aja', 'aku', 'pesenin', 'ya']",<FreqDist with 7 samples and 7 outcomes>,"['rahadian', 'Pake', 'Grab', 'pesenin']","['rahadian', 'pake', 'grab', 'senin']"
Mal Paskal ini asik banget dah Ada lobi khusus utk pickup dan dropoff Grab bahkan GrabBike bisa di lobi jg ,1,"['Mal', 'Paskal', 'ini', 'asik', 'banget', 'dah', 'Ada', 'lobi', 'khusus', 'utk', 'pickup', 'dan', 'dropoff', 'Grab', 'bahkan', 'GrabBike', 'bisa', 'di', 'lobi', 'jg']",<FreqDist with 19 samples and 20 outcomes>,"['Mal', 'Paskal', 'banget', 'Ada', 'lobi', 'pickup', 'dropoff', 'Grab', 'GrabBike', 'lobi']","['mal', 'paskal', 'banget', 'ada', 'lobi', 'pickup', 'dropoff', 'grab', 'grabbike', 'lobi']"
RT ID Bisnis cloud kitchen makin diminati sejak Grab membuka GrabKitchen pada Kini setidaknya ada dua model bisnis utama,1,"['RT', 'ID', 'Bisnis', 'cloud', 'kitchen', 'makin', 'diminati', 'sejak', 'Grab', 'membuka', 'GrabKitchen', 'pada', 'Kini', 'setidaknya', 'ada', 'dua', 'model', 'bisnis', 'utama']",<FreqDist with 19 samples and 19 outcomes>,"['RT', 'ID', 'Bisnis', 'cloud', 'kitchen', 'diminati', 'Grab', 'membuka', 'GrabKitchen', 'Kini', 'model', 'bisnis', 'utama']","['rt', 'id', 'bisnis', 'cloud', 'kitchen', 'mati', 'grab', 'buka', 'grabkitchen', 'kini', 'model', 'bisnis', 'utama']"
hallo grab express katanya cepet tapi ini kok malah lamadi tlp kurir nya malah di block lagiii bingung say,-1,"['hallo', 'grab', 'express', 'katanya', 'cepet', 'tapi', 'ini', 'kok', 'malah', 'lamadi', 'tlp', 'kurir', 'nya', 'malah', 'di', 'block', 'lagiii', 'bingung', 'say']",<FreqDist with 18 samples and 19 outcomes>,"['grab', 'express', 'cepet', 'lamadi', 'tlp', 'kurir', 'block', 'lagiii', 'bingung']","['grab', 'express', 'cepet', 'lamadi', 'tlp', 'kurir', 'block', 'lagiii', 'bingung']"
Penghasilan on bid selama hari Rp mana janji mu GRAB penghasilan sebulan Rp tersebut Order,-1,"['Penghasilan', 'on', 'bid', 'selama', 'hari', 'Rp', 'mana', 'janji', 'mu', 'GRAB', 'penghasilan', 'sebulan', 'Rp', 'tersebut', 'Order']",<FreqDist with 14 samples and 15 outcomes>,"['Penghasilan', 'bid', 'Rp', 'janji', 'mu', 'GRAB', 'penghasilan', 'sebulan', 'Rp', 'Order']","['hasil', 'bid', 'rp', 'janji', 'mu', 'grab', 'hasil', 'bulan', 'rp', 'order']"
Worth it sih kalo beli yg ukuran gede sekalian kaya pint gt aplg kalo ada diskon di grab kalo suk,1,"['Worth', 'it', 'sih', 'kalo', 'beli', 'yg', 'ukuran', 'gede', 'sekalian', 'kaya', 'pint', 'gt', 'aplg', 'kalo', 'ada', 'diskon', 'di', 'grab', 'kalo', 'suk']",<FreqDist with 18 samples and 20 outcomes>,"['Worth', 'beli', 'ukuran', 'gede', 'kaya', 'pint', 'diskon', 'grab', 'suk']","['worth', 'beli', 'ukur', 'gede', 'kaya', 'pint', 'diskon', 'grab', 'suk']"
Pernah HP ke Jambret pulang kerja di halte sunter agung dompet gk bawa mana gak bawa cash Naik Transjakar,-1,"['Pernah', 'HP', 'ke', 'Jambret', 'pulang', 'kerja', 'di', 'halte', 'sunter', 'agung', 'dompet', 'gk', 'bawa', 'mana', 'gak', 'bawa', 'cash', 'Naik', 'Transjakar']",<FreqDist with 18 samples and 19 outcomes>,"['Pernah', 'HP', 'Jambret', 'pulang', 'halte', 'sunter', 'agung', 'dompet', 'bawa', 'bawa', 'cash', 'Naik', 'Transjakar']","['pernah', 'hp', 'jambret', 'pulang', 'halte', 'sunter', 'agung', 'dompet', 'bawa', 'bawa', 'cash', 'naik', 'transjakar']"
hp Oooh iya bang siap soalnya saya posisi di gunungpati dan masih baru jadi blm hafal rute,-1,"['hp', 'Oooh', 'iya', 'bang', 'siap', 'soalnya', 'saya', 'posisi', 'di', 'gunungpati', 'dan', 'masih', 'baru', 'jadi', 'blm', 'hafal', 'rute']",<FreqDist with 17 samples and 17 outcomes>,"['hp', 'Oooh', 'bang', 'posisi', 'gunungpati', 'hafal', 'rute']","['hp', 'oooh', 'bang', 'posisi', 'gunungpati', 'hafal', 'rute']"
grab driver pejuang rupiah tabung ijo gaaasssss,1,"['grab', 'driver', 'pejuang', 'rupiah', 'tabung', 'ijo', 'gaaasssss']",<FreqDist with 7 samples and 7 outcomes>,"['grab', 'driver', 'pejuang', 'rupiah', 'tabung', 'ijo', 'gaaasssss']","['grab', 'driver', 'juang', 'rupiah', 'tabung', 'ijo', 'gaaasssss']"
Mixue udah ada di Grab lalalala,1,"['Mixue', 'udah', 'ada', 'di', 'Grab', 'lalalala']",<FreqDist with 6 samples and 6 outcomes>,"['Mixue', 'Grab', 'lalalala']","['mixue', 'grab', 'lalalala']"
pernah kena waktu naik grab driver tu berhentikan kat kedai berhadapn dengan tempat nak pergi dan takde jambatan ,1,"['pernah', 'kena', 'waktu', 'naik', 'grab', 'driver', 'tu', 'berhentikan', 'kat', 'kedai', 'berhadapn', 'dengan', 'tempat', 'nak', 'pergi', 'dan', 'takde', 'jambatan']",<FreqDist with 18 samples and 18 outcomes>,"['grab', 'driver', 'berhentikan', 'kat', 'kedai', 'berhadapn', 'nak', 'pergi', 'takde', 'jambatan']","['grab', 'driver', 'henti', 'kat', 'kedai', 'berhadapn', 'nak', 'pergi', 'takde', 'jambat']"
Selama ada grab semua gampang dan pastinya menghemat cost Terasa bgt apalagi pas jaman ngekos Terima kasih,1,"['Selama', 'ada', 'grab', 'semua', 'gampang', 'dan', 'pastinya', 'menghemat', 'cost', 'Terasa', 'bgt', 'apalagi', 'pas', 'jaman', 'ngekos', 'Terima', 'kasih']",<FreqDist with 17 samples and 17 outcomes>,"['Selama', 'grab', 'gampang', 'pastinya', 'menghemat', 'cost', 'Terasa', 'pas', 'jaman', 'ngekos', 'Terima', 'kasih']","['lama', 'grab', 'gampang', 'pasti', 'hemat', 'cost', 'asa', 'pas', 'jaman', 'ngekos', 'terima', 'kasih']"
abang grab kalau dah tahu delivered food tu ice cream ke cendol ke abc ke tak pyahla ambik multiple order penart,-1,"['abang', 'grab', 'kalau', 'dah', 'tahu', 'delivered', 'food', 'tu', 'ice', 'cream', 'ke', 'cendol', 'ke', 'abc', 'ke', 'tak', 'pyahla', 'ambik', 'multiple', 'order', 'penart']",<FreqDist with 19 samples and 21 outcomes>,"['abang', 'grab', 'delivered', 'food', 'ice', 'cream', 'cendol', 'pyahla', 'ambik', 'multiple', 'order', 'penart']","['abang', 'grab', 'delivered', 'food', 'ice', 'cream', 'cendol', 'pyahla', 'ambik', 'multiple', 'order', 'penart']"
Mentang ur grabpay card dah sampia HAHAHAHAHA grab ajain dong kalau tk later we buy,1,"['Mentang', 'ur', 'grabpay', 'card', 'dah', 'sampia', 'HAHAHAHAHA', 'grab', 'ajain', 'dong', 'kalau', 'tk', 'later', 'we', 'buy']",<FreqDist with 15 samples and 15 outcomes>,"['Mentang', 'ur', 'grabpay', 'card', 'sampia', 'HAHAHAHAHA', 'grab', 'ajain', 'tk', 'later', 'buy']","['mentang', 'ur', 'grabpay', 'card', 'sampia', 'hahahahaha', 'grab', 'ajain', 'tk', 'later', 'buy']"
Otak suka gak sinkron ama badan gw Otak blg ayo masak capcay tapi jari tangan gue buka grab pesen ayam gepuk pak gembus,-1,"['Otak', 'suka', 'gak', 'sinkron', 'ama', 'badan', 'gw', 'Otak', 'blg', 'ayo', 'masak', 'capcay', 'tapi', 'jari', 'tangan', 'gue', 'buka', 'grab', 'pesen', 'ayam', 'gepuk', 'pak', 'gembus']",<FreqDist with 22 samples and 23 outcomes>,"['Otak', 'suka', 'sinkron', 'badan', 'Otak', 'blg', 'ayo', 'masak', 'capcay', 'jari', 'tangan', 'gue', 'buka', 'grab', 'pesen', 'ayam', 'gepuk', 'gembus']","['otak', 'suka', 'sinkron', 'badan', 'otak', 'blg', 'ayo', 'masak', 'capcay', 'jari', 'tangan', 'gue', 'buka', 'grab', 'sen', 'ayam', 'gepuk', 'gembus']"
Bisanyaa perjalanan plg ke cikalong pake grab sepanjang jalan tunduh mana si bp grab bawanya pelan bett cuaca mendung,1,"['Bisanyaa', 'perjalanan', 'plg', 'ke', 'cikalong', 'pake', 'grab', 'sepanjang', 'jalan', 'tunduh', 'mana', 'si', 'bp', 'grab', 'bawanya', 'pelan', 'bett', 'cuaca', 'mendung']",<FreqDist with 18 samples and 19 outcomes>,"['Bisanyaa', 'perjalanan', 'plg', 'cikalong', 'pake', 'grab', 'jalan', 'tunduh', 'bp', 'grab', 'bawanya', 'pelan', 'bett', 'cuaca', 'mendung']","['bisanyaa', 'jalan', 'plg', 'cikalong', 'pake', 'grab', 'jalan', 'tunduh', 'bp', 'grab', 'bawa', 'pelan', 'bett', 'cuaca', 'mendung']"
Kenapasiii jcool twist ga ada di grab Pffffft pengen banget asli serius,-1,"['Kenapasiii', 'jcool', 'twist', 'ga', 'ada', 'di', 'grab', 'Pffffft', 'pengen', 'banget', 'asli', 'serius']",<FreqDist with 12 samples and 12 outcomes>,"['Kenapasiii', 'jcool', 'twist', 'grab', 'Pffffft', 'pengen', 'banget', 'asli', 'serius']","['kenapasiii', 'jcool', 'twist', 'grab', 'pffffft', 'ken', 'banget', 'asli', 'serius']"
mending bangkrut aja si ga jelas pdjl udah top up ovo di ovo udah masuk tapi di grab ovo cash nya terus,-1,"['mending', 'bangkrut', 'aja', 'si', 'ga', 'jelas', 'pdjl', 'udah', 'top', 'up', 'ovo', 'di', 'ovo', 'udah', 'masuk', 'tapi', 'di', 'grab', 'ovo', 'cash', 'nya', 'terus']",<FreqDist with 18 samples and 22 outcomes>,"['mending', 'bangkrut', 'pdjl', 'top', 'up', 'ovo', 'ovo', 'grab', 'ovo', 'cash']","['mending', 'bangkrut', 'pdjl', 'top', 'up', 'ovo', 'ovo', 'grab', 'ovo', 'cash']"
nitip tas ke grab biar bisa pura pura keluar alias bolos,-1,"['nitip', 'tas', 'ke', 'grab', 'biar', 'bisa', 'pura', 'pura', 'keluar', 'alias', 'bolos']",<FreqDist with 10 samples and 11 outcomes>,"['nitip', 'tas', 'grab', 'pura', 'pura', 'alias', 'bolos']","['nitip', 'tas', 'grab', 'pura', 'pura', 'alias', 'bolos']"
Bersyukur Pulang ngaret kaka gabisa jemput bapa gabisa jemput pacar gabisa jemput temen gabisa jemput mau nai,1,"['Bersyukur', 'Pulang', 'ngaret', 'kaka', 'gabisa', 'jemput', 'bapa', 'gabisa', 'jemput', 'pacar', 'gabisa', 'jemput', 'temen', 'gabisa', 'jemput', 'mau', 'nai']",<FreqDist with 11 samples and 17 outcomes>,"['Bersyukur', 'Pulang', 'ngaret', 'kaka', 'gabisa', 'jemput', 'bapa', 'gabisa', 'jemput', 'pacar', 'gabisa', 'jemput', 'temen', 'gabisa', 'jemput', 'nai']","['syukur', 'pulang', 'ngaret', 'kaka', 'gabisa', 'jemput', 'bapa', 'gabisa', 'jemput', 'pacar', 'gabisa', 'jemput', 'temen', 'gabisa', 'jemput', 'nai']"
harga grab cam bsgdjeishsnsjs lagi hujan lagi nokharom harga dia tempat tu tak sampai min dah min aku bedir,-1,"['harga', 'grab', 'cam', 'bsgdjeishsnsjs', 'lagi', 'hujan', 'lagi', 'nokharom', 'harga', 'dia', 'tempat', 'tu', 'tak', 'sampai', 'min', 'dah', 'min', 'aku', 'bedir']",<FreqDist with 16 samples and 19 outcomes>,"['harga', 'grab', 'bsgdjeishsnsjs', 'hujan', 'nokharom', 'harga', 'bedir']","['harga', 'grab', 'bsgdjeishsnsjs', 'hujan', 'nokharom', 'harga', 'bedir']"
Dari drama sama kang grab nd gojek dr pagi kena tegor atasan mulut pait mual lemes kaga udahudah siku kepento,1,"['Dari', 'drama', 'sama', 'kang', 'grab', 'nd', 'gojek', 'dr', 'pagi', 'kena', 'tegor', 'atasan', 'mulut', 'pait', 'mual', 'lemes', 'kaga', 'udahudah', 'siku', 'kepento']",<FreqDist with 20 samples and 20 outcomes>,"['Dari', 'drama', 'kang', 'grab', 'nd', 'gojek', 'pagi', 'tegor', 'atasan', 'mulut', 'pait', 'mual', 'lemes', 'kaga', 'udahudah', 'siku', 'kepento']","['dari', 'drama', 'kang', 'grab', 'nd', 'gojek', 'pagi', 'tegor', 'atas', 'mulut', 'pait', 'mual', 'lemes', 'kaga', 'udahudah', 'siku', 'kepento']"
GRAB mending bangkrut aja si gblk banget,-1,"['GRAB', 'mending', 'bangkrut', 'aja', 'si', 'gblk', 'banget']",<FreqDist with 7 samples and 7 outcomes>,"['GRAB', 'mending', 'bangkrut', 'gblk', 'banget']","['grab', 'mending', 'bangkrut', 'gblk', 'banget']"
Lawas Beli paket disney hotstar lewat aplikasi grab aja min Setahun,1,"['Lawas', 'Beli', 'paket', 'disney', 'hotstar', 'lewat', 'aplikasi', 'grab', 'aja', 'min', 'Setahun']",<FreqDist with 11 samples and 11 outcomes>,"['Lawas', 'Beli', 'paket', 'disney', 'hotstar', 'aplikasi', 'grab', 'Setahun']","['lawas', 'beli', 'paket', 'disney', 'hotstar', 'aplikasi', 'grab', 'tahun']"
Wort it klo nengrab pas jam berangkat ngantor dan jam pulang boasanya rame bat banyak yang nyanyol Saya,1,"['Wort', 'it', 'klo', 'nengrab', 'pas', 'jam', 'berangkat', 'ngantor', 'dan', 'jam', 'pulang', 'boasanya', 'rame', 'bat', 'banyak', 'yang', 'nyanyol', 'Saya']",<FreqDist with 17 samples and 18 outcomes>,"['Wort', 'nengrab', 'pas', 'jam', 'berangkat', 'ngantor', 'jam', 'pulang', 'boasanya', 'rame', 'nyanyol', 'Saya']","['wort', 'nengrab', 'pas', 'jam', 'berangkat', 'ngantor', 'jam', 'pulang', 'boasanya', 'rame', 'nyanyol', 'saya']"
